image_id,sun_azimuth_angle,label
train_00180.png,357.11,0
train_00181.png,85.95,1
train_00182.png,348.2,0
train_00183.png,329.24,0
train_00184.png,322.39,1
train_00185.png,88.18,1
train_00186.png,358.99,0
train_00187.png,163.39,1
train_00188.png,330.41,1
train_00189.png,337.49,0
train_00190.png,46.51,1
train_00191.png,342.8,0
train_00192.png,345.13,1
train_00193.png,335.05,1
train_00194.png,69.31,1
train_00195.png,340.33,1
train_00196.png,18.13,1
train_00197.png,307.97,0
train_00198.png,350.78,0
train_00199.png,129.77,0
train_00200.png,144.05,1
train_00201.png,284.38,1
train_00202.png,177.05,1
train_00203.png,189.04,1
train_00204.png,261.27,1
train_00205.png,172.53,1
train_00206.png,54.96,1
train_00207.png,179.63,0
train_00208.png,277.64,0
train_00209.png,301.22,1
train_00210.png,79.66,1
train_00211.png,284.55,1
train_00212.png,340.67,1
train_00213.png,327.89,0
train_00214.png,173.86,1
train_00215.png,145.32,1
train_00216.png,327.25,0
train_00217.png,157.72,1
train_00218.png,78.18,1
train_00219.png,187.11,1
train_00220.png,148.7,1
train_00221.png,293.6,1
train_00222.png,90.79,1
train_00223.png,118.29,1
train_00224.png,32.78,1
train_00225.png,346.74,1
train_00226.png,82.79,1
train_00227.png,84.19,1
train_00228.png,208.88,1
train_00229.png,115.07,1
train_00230.png,323.8,0
train_00231.png,315.77,0
train_00232.png,155.91,1
train_00233.png,282.41,1
train_00234.png,15.24,1
train_00235.png,309.0,0
train_00236.png,302.04,0
train_00237.png,45.59,0
train_00238.png,305.87,0
train_00239.png,296.89,0
train_00240.png,201.14,1
train_00241.png,297.29,0
train_00242.png,123.83,1
train_00243.png,112.81,0
train_00244.png,244.32,0
train_00245.png,304.43,1
train_00246.png,28.43,0
train_00247.png,317.79,1
train_00248.png,135.11,1
train_00249.png,100.39,1
train_00250.png,227.05,1
train_00251.png,196.28,1
train_00252.png,271.78,0
train_00253.png,172.86,1
train_00254.png,284.58,1
train_00255.png,222.6,1
train_00256.png,319.42,1
train_00257.png,224.74,1
train_00258.png,349.1,0
train_00259.png,158.94,1
train_00260.png,263.86,1
train_00261.png,87.24,1
train_00262.png,115.86,1
train_00263.png,186.13,1
train_00264.png,7.54,0
train_00265.png,239.59,1
train_00266.png,315.43,1
train_00267.png,134.68,1
train_00268.png,58.11,1
train_00269.png,288.0,0
train_00270.png,139.81,1
train_00271.png,171.74,1
train_00272.png,326.98,0
train_00273.png,315.96,1
train_00274.png,341.09,0
train_00275.png,256.58,1
train_00276.png,141.4,1
train_00277.png,174.73,1
train_00278.png,203.12,1
train_00279.png,180.61,1
train_00280.png,306.91,0
train_00281.png,295.57,0
train_00282.png,207.79,1
train_00283.png,317.48,1
train_00284.png,10.64,1
train_00285.png,59.28,1
train_00286.png,19.31,1
train_00287.png,337.18,0
train_00288.png,43.71,1
train_00289.png,53.86,1
train_00290.png,111.33,1
train_00291.png,115.96,1
train_00292.png,311.02,0
train_00293.png,321.55,1
train_00294.png,236.21,1
train_00295.png,320.14,1
train_00296.png,313.66,1
train_00297.png,342.28,0
train_00298.png,61.14,1
train_00299.png,349.14,0
train_00300.png,276.19,0
train_00301.png,133.46,1
train_00302.png,201.67,1
train_00303.png,280.01,1
train_00304.png,291.02,0
train_00305.png,186.0,1
train_00306.png,252.18,1
train_00307.png,238.1,1
train_00308.png,280.82,0
train_00309.png,191.95,1
train_00310.png,270.34,0
train_00311.png,51.55,1
train_00312.png,309.86,1
train_00313.png,126.91,1
train_00314.png,355.75,1
train_00315.png,319.95,0
train_00316.png,79.43,1
train_00317.png,299.83,1
train_00318.png,304.24,1
train_00319.png,225.21,1
train_00320.png,161.31,1
train_00321.png,355.45,0
train_00322.png,248.6,1
train_00323.png,61.96,1
train_00324.png,282.56,0
train_00325.png,355.36,0
train_00326.png,310.67,0
train_00327.png,138.61,1
train_00328.png,347.34,1
train_00329.png,297.02,0
train_00330.png,286.24,0
train_00331.png,297.32,0
train_00332.png,236.4,1
train_00333.png,91.45,1
train_00334.png,348.06,0
train_00335.png,330.63,0
train_00336.png,91.21,1
train_00337.png,296.14,1
train_00338.png,304.32,0
train_00339.png,218.99,1
train_00340.png,126.41,1
train_00341.png,341.17,0
train_00342.png,132.42,0
train_00343.png,64.88,1
train_00344.png,129.77,1
train_00345.png,102.98,1
train_00346.png,39.99,1
train_00347.png,113.42,1
train_00348.png,123.85,1
train_00349.png,76.31,1
train_00350.png,310.37,0
train_00351.png,127.64,1
train_00352.png,331.82,0
train_00353.png,123.33,0
train_00354.png,337.52,0
train_00355.png,85.54,1
train_00356.png,301.4,0
train_00357.png,107.66,1
train_00358.png,235.65,1
train_00359.png,283.45,0
train_00360.png,168.59,1
train_00361.png,234.06,1
train_00362.png,350.0,0
train_00363.png,290.89,1
train_00364.png,302.19,0
train_00365.png,354.0,0
train_00366.png,177.88,1
train_00367.png,291.25,0
train_00368.png,149.79,1
train_00369.png,19.38,0
train_00370.png,273.77,0
train_00371.png,327.45,0
train_00372.png,27.21,1
train_00373.png,114.79,1
train_00374.png,217.02,1
train_00375.png,27.56,1
train_00376.png,333.62,1
train_00377.png,141.91,0
train_00378.png,322.03,1
train_00379.png,188.98,1
train_00380.png,286.49,0
train_00381.png,286.08,0
train_00382.png,316.56,1
train_00383.png,175.52,1
train_00384.png,52.98,1
train_00385.png,12.03,1
train_00386.png,353.61,1
train_00387.png,98.97,1
train_00388.png,139.56,1
train_00389.png,313.47,0
train_00390.png,287.07,0
train_00391.png,161.9,1
train_00392.png,22.31,1
train_00393.png,302.56,0
train_00394.png,356.5,0
train_00395.png,272.27,0
train_00396.png,224.09,1
train_00397.png,137.9,1
train_00398.png,224.24,0
train_00399.png,338.91,1
train_00400.png,274.18,0
train_00401.png,338.65,0
train_00402.png,352.49,0
train_00403.png,270.63,0
train_00404.png,179.94,1
train_00405.png,6.64,1
train_00406.png,38.01,1
train_00407.png,218.86,1
train_00408.png,43.14,1
train_00409.png,304.12,1
train_00410.png,90.6,1
train_00411.png,140.47,1
train_00412.png,320.14,1
train_00413.png,141.52,0
train_00414.png,291.92,0
train_00415.png,57.34,1
train_00416.png,175.11,1
train_00417.png,132.8,1
train_00418.png,127.74,0
train_00419.png,346.63,0
train_00420.png,45.74,1
train_00421.png,207.04,1
train_00422.png,194.8,1
train_00423.png,35.55,1
train_00424.png,54.58,1
train_00425.png,232.8,1
train_00426.png,53.4,1
train_00427.png,291.75,1
train_00428.png,350.8,0
train_00429.png,161.99,1
train_00430.png,32.76,1
train_00431.png,79.56,1
train_00432.png,162.14,1
train_00433.png,287.98,1
train_00434.png,38.08,1
train_00435.png,53.78,0
train_00436.png,51.54,1
train_00437.png,156.13,0
train_00438.png,337.81,1
train_00439.png,205.71,1
train_00440.png,156.76,1
train_00441.png,290.76,1
train_00442.png,251.36,1
train_00443.png,199.27,1
train_00444.png,279.22,0
train_00445.png,102.64,1
train_00446.png,52.85,1
train_00447.png,247.52,1
train_00448.png,209.67,0
train_00449.png,26.05,1
train_00450.png,357.01,0
train_00451.png,111.18,1
train_00452.png,289.68,1
train_00453.png,99.23,1
train_00454.png,343.29,1
train_00455.png,56.54,1
train_00456.png,150.57,1
train_00457.png,352.24,1
train_00458.png,182.25,1
train_00459.png,80.72,1
train_00460.png,41.14,1
train_00461.png,300.68,1
train_00462.png,172.57,1
train_00463.png,95.84,1
train_00464.png,61.84,1
train_00465.png,194.68,1
train_00466.png,349.61,0
train_00467.png,102.65,1
train_00468.png,286.81,0
train_00469.png,83.8,1
train_00470.png,338.54,0
train_00471.png,231.38,1
train_00472.png,304.84,0
train_00473.png,277.89,1
train_00474.png,328.69,0
train_00475.png,48.31,0
train_00476.png,39.1,1
train_00477.png,264.48,1
train_00478.png,22.52,0
train_00479.png,76.84,1
train_00480.png,330.16,0
train_00481.png,15.56,1
train_00482.png,271.63,1
train_00483.png,270.06,0
train_00484.png,58.0,1
train_00485.png,7.29,1
train_00486.png,12.31,1
train_00487.png,169.65,1
train_00488.png,49.81,1
train_00489.png,171.35,1
train_00490.png,166.8,1
train_00491.png,178.69,1
train_00492.png,347.74,1
train_00493.png,300.33,1
train_00494.png,34.33,1
train_00495.png,358.61,1
train_00496.png,210.42,1
train_00497.png,234.83,1
train_00498.png,326.75,1
train_00499.png,2.19,1
train_00500.png,332.73,1
train_00501.png,353.21,0
train_00502.png,316.51,1
train_00503.png,242.71,1
train_00504.png,293.03,0
train_00505.png,154.47,1
train_00506.png,101.01,1
train_00507.png,278.26,1
train_00508.png,11.85,1
train_00509.png,348.17,0
train_00510.png,318.95,0
train_00511.png,278.47,1
train_00512.png,38.92,1
train_00513.png,288.55,0
train_00514.png,220.43,1
train_00515.png,67.38,1
train_00516.png,339.24,1
train_00517.png,350.05,1
train_00518.png,3.17,1
train_00519.png,103.45,1
train_00520.png,339.61,0
train_00521.png,104.97,1
train_00522.png,335.1,0
train_00523.png,133.87,1
train_00524.png,339.19,0
train_00525.png,122.48,1
train_00526.png,350.91,0
train_00527.png,272.35,0
train_00528.png,4.78,0
train_00529.png,197.4,1
train_00530.png,312.77,0
train_00531.png,57.73,1
train_00532.png,348.84,1
train_00533.png,128.62,1
train_00534.png,13.2,0
train_00535.png,344.42,0
train_00536.png,118.04,1
train_00537.png,328.53,0
train_00538.png,286.91,1
train_00539.png,309.82,1
train_00540.png,49.04,1
train_00541.png,213.89,0
train_00542.png,333.53,0
train_00543.png,183.68,1
train_00544.png,292.04,0
train_00545.png,270.24,0
train_00546.png,305.8,0
train_00547.png,287.26,1
train_00548.png,50.5,1
train_00549.png,150.27,0
train_00550.png,340.6,0
train_00551.png,310.29,1
train_00552.png,278.45,0
train_00553.png,250.97,1
train_00554.png,347.05,0
train_00555.png,272.32,0
train_00556.png,187.56,1
train_00557.png,122.56,1
train_00558.png,18.22,0
train_00559.png,314.43,0
train_00560.png,330.51,0
train_00561.png,87.0,1
train_00562.png,321.32,0
train_00563.png,292.25,0
train_00564.png,310.55,0
train_00565.png,115.23,1
train_00566.png,316.56,1
train_00567.png,277.86,0
train_00568.png,67.38,1
train_00569.png,347.63,0
train_00570.png,130.75,1
train_00571.png,344.56,1
train_00572.png,190.22,1
train_00573.png,153.11,1
train_00574.png,59.92,1
train_00575.png,358.43,0
train_00576.png,209.07,1
train_00577.png,325.97,1
train_00578.png,278.72,1
train_00579.png,255.01,1
train_00580.png,296.11,0
train_00581.png,351.03,0
train_00582.png,259.44,1
train_00583.png,319.78,0
train_00584.png,28.62,1
train_00585.png,139.74,1
train_00586.png,259.52,1
train_00587.png,32.39,1
train_00588.png,90.09,0
train_00589.png,306.41,0
train_00590.png,341.18,0
train_00591.png,349.23,0
train_00592.png,76.28,1
train_00593.png,343.12,1
train_00594.png,32.72,1
train_00595.png,256.53,1
train_00596.png,185.87,1
train_00597.png,23.7,1
train_00598.png,18.01,1
train_00599.png,297.61,0
train_00600.png,172.33,1
train_00601.png,331.51,0
train_00602.png,214.01,1
train_00603.png,195.66,1
train_00604.png,292.02,1
train_00605.png,288.13,0
train_00606.png,92.43,1
train_00607.png,254.41,1
train_00608.png,55.93,1
train_00609.png,224.11,1
train_00610.png,316.02,0
train_00611.png,218.99,1
train_00612.png,212.22,1
train_00613.png,295.73,0
train_00614.png,355.44,0
train_00615.png,75.06,1
train_00616.png,306.88,0
train_00617.png,338.58,0
train_00618.png,279.05,0
train_00619.png,22.79,1
train_00620.png,242.51,0
train_00621.png,313.68,0
train_00622.png,271.22,1
train_00623.png,75.18,1
train_00624.png,358.17,0
train_00625.png,286.75,0
train_00626.png,292.67,0
train_00627.png,344.13,0
train_00628.png,47.62,1
train_00629.png,253.0,1
train_00630.png,69.14,1
train_00631.png,352.97,1
train_00632.png,60.86,0
train_00633.png,219.3,1
train_00634.png,30.28,1
train_00635.png,128.24,1
train_00636.png,234.71,1
train_00637.png,344.87,0
train_00638.png,117.28,1
train_00639.png,225.69,1
train_00640.png,339.9,1
train_00641.png,8.12,1
train_00642.png,297.62,0
train_00643.png,130.59,1
train_00644.png,138.55,1
train_00645.png,258.73,1
train_00646.png,307.14,0
train_00647.png,75.67,1
train_00648.png,286.46,1
train_00649.png,308.72,0
train_00650.png,205.83,1
train_00651.png,297.88,1
train_00652.png,89.24,1
train_00653.png,262.38,1
train_00654.png,195.8,1
train_00655.png,166.15,1
train_00656.png,333.2,1
train_00657.png,276.69,0
train_00658.png,191.53,1
train_00659.png,143.13,1
train_00660.png,22.01,1
train_00661.png,160.31,1
train_00662.png,272.11,1
train_00663.png,101.27,1
train_00664.png,92.28,1
train_00665.png,178.38,1
train_00666.png,325.61,1
train_00667.png,258.94,1
train_00668.png,344.48,1
train_00669.png,28.07,1
train_00670.png,157.92,1
train_00671.png,118.15,1
train_00672.png,233.0,0
train_00673.png,62.08,1
train_00674.png,309.26,1
train_00675.png,38.94,1
train_00676.png,339.66,1
train_00677.png,293.47,1
train_00678.png,279.68,1
train_00679.png,7.97,1
train_00680.png,118.77,1
train_00681.png,295.6,1
train_00682.png,184.42,1
train_00683.png,52.52,1
train_00684.png,64.9,1
train_00685.png,87.52,0
train_00686.png,333.36,1
train_00687.png,128.93,1
train_00688.png,60.11,1
train_00689.png,320.22,1
train_00690.png,119.12,0
train_00691.png,345.25,0
train_00692.png,281.83,0
train_00693.png,322.73,1
train_00694.png,295.7,0
train_00695.png,305.06,0
train_00696.png,329.26,0
train_00697.png,165.78,1
train_00698.png,338.57,0
train_00699.png,64.33,1
train_00700.png,47.44,1
train_00701.png,325.93,1
train_00702.png,221.05,1
train_00703.png,61.79,1
train_00704.png,260.58,1
train_00705.png,281.68,1
train_00706.png,346.03,0
train_00707.png,30.78,0
train_00708.png,346.93,0
train_00709.png,0.43,1
train_00710.png,242.28,1
train_00711.png,338.72,0
train_00712.png,291.48,0
train_00713.png,118.91,1
train_00714.png,50.69,1
train_00715.png,38.38,0
train_00716.png,125.53,1
train_00717.png,214.32,1
train_00718.png,110.44,1
train_00719.png,6.74,1
train_00720.png,55.04,1
train_00721.png,45.79,1
train_00722.png,260.71,1
train_00723.png,121.02,1
train_00724.png,275.98,1
train_00725.png,115.2,1
train_00726.png,156.01,1
train_00727.png,230.8,1
train_00728.png,335.36,0
train_00729.png,156.27,1
train_00730.png,29.01,0
train_00731.png,22.0,1
train_00732.png,71.16,1
train_00733.png,342.1,0
train_00734.png,81.83,1
train_00735.png,45.4,0
train_00736.png,312.48,1
train_00737.png,349.53,0
train_00738.png,316.33,1
train_00739.png,236.91,1
train_00740.png,175.77,1
train_00741.png,82.75,1
train_00742.png,232.29,0
train_00743.png,281.26,0
train_00744.png,72.89,1
train_00745.png,78.41,1
train_00746.png,258.28,1
train_00747.png,168.9,1
train_00748.png,259.65,1
train_00749.png,118.19,1
train_00750.png,275.13,1
train_00751.png,274.2,1
train_00752.png,75.92,1
train_00753.png,320.71,0
train_00754.png,191.89,1
train_00755.png,12.66,1
train_00756.png,279.58,0
train_00757.png,180.35,1
train_00758.png,181.18,1
train_00759.png,5.57,1
train_00760.png,290.15,0
train_00761.png,171.35,1
train_00762.png,343.92,0
train_00763.png,306.57,0
train_00764.png,286.7,0
train_00765.png,249.09,1
train_00766.png,142.54,1
train_00767.png,337.22,0
train_00768.png,232.84,1
train_00769.png,38.38,1
train_00770.png,240.67,1
train_00771.png,291.65,0
train_00772.png,86.93,1
train_00773.png,274.33,1
train_00774.png,73.14,1
train_00775.png,169.39,1
train_00776.png,276.93,0
train_00777.png,290.86,0
train_00778.png,327.9,0
train_00779.png,308.98,1
train_00780.png,340.96,1
train_00781.png,277.1,0
train_00782.png,289.43,0
train_00783.png,107.53,1
train_00784.png,319.49,0
train_00785.png,332.0,1
train_00786.png,215.64,1
train_00787.png,315.85,0
train_00788.png,336.05,1
train_00789.png,99.84,1
train_00790.png,356.95,0
train_00791.png,244.88,0
train_00792.png,298.89,0
train_00793.png,102.48,1
train_00794.png,287.21,0
train_00795.png,345.77,1
train_00796.png,314.99,1
train_00797.png,173.3,1
train_00798.png,240.32,0
train_00799.png,273.61,0
train_00800.png,292.0,0
train_00801.png,321.8,1
train_00802.png,218.25,0
train_00803.png,305.12,0
train_00804.png,336.95,1
train_00805.png,307.09,1
train_00806.png,348.43,0
train_00807.png,103.4,1
train_00808.png,353.2,0
train_00809.png,142.14,1
train_00810.png,267.04,1
train_00811.png,27.63,1
train_00812.png,48.73,1
train_00813.png,289.32,0
train_00814.png,208.47,1
train_00815.png,118.46,1
train_00816.png,348.14,1
train_00817.png,156.14,1
train_00818.png,41.36,1
train_00819.png,263.2,0
train_00820.png,316.46,1
train_00821.png,289.08,0
train_00822.png,336.72,1
train_00823.png,279.83,1
train_00824.png,283.74,0
train_00825.png,99.86,1
train_00826.png,60.44,1
train_00827.png,297.52,0
train_00828.png,20.9,1
train_00829.png,327.47,0
train_00830.png,340.63,0
train_00831.png,47.73,1
train_00832.png,0.62,1
train_00833.png,290.75,0
train_00834.png,345.65,0
train_00835.png,272.42,0
train_00836.png,106.95,1
train_00837.png,359.16,0
train_00838.png,280.65,0
train_00839.png,23.47,0
train_00840.png,302.53,0
train_00841.png,321.36,0
train_00842.png,304.76,0
train_00843.png,271.85,0
train_00844.png,293.43,1
train_00845.png,109.62,0
train_00846.png,273.96,0
train_00847.png,315.78,1
train_00848.png,67.21,1
train_00849.png,34.18,1
train_00850.png,305.72,1
train_00851.png,335.65,1
train_00852.png,133.28,1
train_00853.png,278.95,1
train_00854.png,338.06,0
train_00855.png,350.42,1
train_00856.png,295.0,1
train_00857.png,334.97,1
train_00858.png,128.1,1
train_00859.png,329.38,1
train_00860.png,233.66,1
train_00861.png,135.82,1
train_00862.png,78.91,1
train_00863.png,218.78,1
train_00864.png,286.27,0
train_00865.png,319.35,0
train_00866.png,353.31,0
train_00867.png,239.87,1
train_00868.png,49.12,1
train_00869.png,336.24,0
train_00870.png,144.32,1
train_00871.png,272.81,1
train_00872.png,77.31,1
train_00873.png,179.79,1
train_00874.png,351.88,0
train_00875.png,224.83,1
train_00876.png,356.9,1
train_00877.png,44.14,1
train_00878.png,110.8,0
train_00879.png,244.49,1
train_00880.png,323.04,1
train_00881.png,293.77,0
train_00882.png,257.58,1
train_00883.png,10.95,1
train_00884.png,180.25,1
train_00885.png,344.34,1
train_00886.png,177.95,1
train_00887.png,220.5,1
train_00888.png,133.2,1
train_00889.png,122.28,1
train_00890.png,255.74,1
train_00891.png,348.8,1
train_00892.png,63.38,1
train_00893.png,155.75,1
train_00894.png,34.81,1
train_00895.png,343.19,0
train_00896.png,325.92,0
train_00897.png,334.11,0
train_00898.png,340.12,0
train_00899.png,36.25,1
train_00900.png,285.44,1
train_00901.png,219.06,1
train_00902.png,333.28,0
train_00903.png,324.83,1
train_00904.png,244.62,1
train_00905.png,278.23,0
train_00906.png,266.16,1
train_00907.png,310.68,0
train_00908.png,211.91,1
train_00909.png,286.65,0
train_00910.png,306.28,1
train_00911.png,224.89,0
train_00912.png,120.27,1
train_00913.png,238.84,1
train_00914.png,124.04,1
train_00915.png,181.65,1
train_00916.png,302.0,1
train_00917.png,230.75,1
train_00918.png,302.09,0
train_00919.png,314.91,0
train_00920.png,122.91,1
train_00921.png,5.77,1
train_00922.png,254.02,1
train_00923.png,303.1,0
train_00924.png,278.87,0
train_00925.png,289.19,0
train_00926.png,240.39,1
train_00927.png,164.75,1
train_00928.png,38.6,1
train_00929.png,95.37,1
train_00930.png,58.91,1
train_00931.png,149.6,1
train_00932.png,275.44,1
train_00933.png,339.68,0
train_00934.png,314.98,1
train_00935.png,130.05,1
train_00936.png,297.46,1
train_00937.png,238.39,1
train_00938.png,335.72,0
train_00939.png,284.97,0
train_00940.png,124.98,1
train_00941.png,323.26,0
train_00942.png,274.28,0
train_00943.png,358.87,0
train_00944.png,343.12,0
train_00945.png,325.83,1
train_00946.png,110.07,1
train_00947.png,315.85,0
train_00948.png,34.44,1
train_00949.png,165.72,1
train_00950.png,358.92,1
train_00951.png,307.79,0
train_00952.png,90.18,1
train_00953.png,212.44,1
train_00954.png,357.89,0
train_00955.png,126.89,1
train_00956.png,47.02,1
train_00957.png,209.84,1
train_00958.png,322.84,0
train_00959.png,181.23,1
train_00960.png,191.65,1
train_00961.png,243.27,1
train_00962.png,281.13,1
train_00963.png,317.03,0
train_00964.png,345.45,0
train_00965.png,306.26,1
train_00966.png,72.55,0
train_00967.png,314.26,1
train_00968.png,99.67,1
train_00969.png,303.71,0
train_00970.png,210.03,1
train_00971.png,297.5,0
train_00972.png,287.1,1
train_00973.png,224.13,1
train_00974.png,339.63,1
train_00975.png,36.87,1
train_00976.png,346.65,0
train_00977.png,25.82,0
train_00978.png,328.4,1
train_00979.png,276.32,0
train_00980.png,333.72,0
train_00981.png,317.82,0
train_00982.png,222.38,0
train_00983.png,284.61,1
train_00984.png,96.01,1
train_00985.png,16.37,1
train_00986.png,283.22,0
train_00987.png,145.26,1
train_00988.png,344.17,0
train_00989.png,136.08,1
train_00990.png,328.24,0
train_00991.png,300.91,1
train_00992.png,74.46,1
train_00993.png,182.29,1
train_00994.png,316.16,1
train_00995.png,11.56,1
train_00996.png,292.64,0
train_00997.png,164.56,1
train_00998.png,308.89,0
train_00999.png,274.82,1
train_01000.png,340.43,0
train_01001.png,345.83,0
train_01002.png,302.33,0
train_01003.png,318.57,0
train_01004.png,221.54,1
train_01005.png,44.37,1
train_01006.png,325.93,0
train_01007.png,32.64,1
train_01008.png,344.86,0
train_01009.png,282.82,1
train_01010.png,349.64,1
train_01011.png,349.41,0
train_01012.png,211.24,1
train_01013.png,350.24,1
train_01014.png,51.54,1
train_01015.png,30.62,1
train_01016.png,291.71,0
train_01017.png,219.41,1
train_01018.png,350.55,1
train_01019.png,64.16,1
train_01020.png,92.51,1
train_01021.png,308.26,0
train_01022.png,297.56,0
train_01023.png,238.41,1
train_01024.png,306.79,0
train_01025.png,107.33,0
train_01026.png,337.3,0
train_01027.png,334.48,1
train_01028.png,270.46,0
train_01029.png,67.17,0
train_01030.png,91.28,1
train_01031.png,282.89,1
train_01032.png,79.17,1
train_01033.png,280.21,0
train_01034.png,347.65,1
train_01035.png,301.33,0
train_01036.png,279.62,0
train_01037.png,155.41,1
train_01038.png,295.46,0
train_01039.png,215.75,1
train_01040.png,232.85,1
train_01041.png,287.53,1
train_01042.png,33.33,1
train_01043.png,313.52,1
train_01044.png,297.67,0
train_01045.png,289.77,0
train_01046.png,173.5,1
train_01047.png,283.44,1
train_01048.png,289.56,0
train_01049.png,314.5,0
train_01050.png,197.06,1
train_01051.png,260.69,1
train_01052.png,196.6,1
train_01053.png,33.51,1
train_01054.png,109.24,0
train_01055.png,296.55,0
train_01056.png,245.98,1
train_01057.png,323.0,0
train_01058.png,274.42,0
train_01059.png,141.41,1
train_01060.png,114.4,1
train_01061.png,346.0,1
train_01062.png,331.67,0
train_01063.png,195.14,1
train_01064.png,87.78,1
train_01065.png,296.9,0
train_01066.png,232.56,1
train_01067.png,77.6,1
train_01068.png,299.37,0
train_01069.png,297.93,0
train_01070.png,296.29,1
train_01071.png,271.85,1
train_01072.png,66.95,1
train_01073.png,229.06,0
train_01074.png,340.98,0
